Date,Product ID,Product Name / Category,Price,Quantity Sold,Revenue
2024-03-24,P3003,HeadPHONE / Electronics,99.99,20,"$1,999.80"
2024-03-25,P3004,Smart Watch / Electronics,199.99,10,"$1,999.90"
2024-03-25,P3005,  Desk Chair / Furniture,149.99,4,$599.96
2024-03-25,P3006,Bookshelf / Furniture,79.99,3,$239.97
2024-03-25,P3007,Dining Table / Furniture,399.99,2,$799.98
2024-03-25,P3008,Sofa / Furniture,599.99,2,"$1,199.98"
2024-03-26,P3009,Office Desk / Furniture,249.99,4,$999.96
2024-03-26,P3000,laptop / Electronics,899.99,7,"$6,299.93"
2024-03-26,P3001,Smartphone / Electronics,599.99,5,"$2,999.95"
2024-03-26,P3002,TABLET / Electronics,299.99,8,"$2,399.92"
2024-03-26,P3003,Headphones / Electronics,99.99,20,"$1,999.80"
2024-03-27,P3004,Smart Watch / Electronics,199.99,10,1999.9
2024-03-27,P3005,Desk Chair / Furniture,149.99,4,599.96
2024-03-27,P3006,Bookshelf / Furniture,79.99,3,239.97
2024-03-27,P3007,Dining Table / Furniture,399.99,2,799.98
2024-03-27,P3008,Sofa / Furniture,599.99,2,"$1,199.98"
2024-03-28,P3009,Office Desk / Furniture,249.99,4,$999.96
2024-03-28,P3000,Laptop / Electronics,899.99,7,"$6,299.93"
2024-03-28,P3001,Smartphone / Electronics,599.99,5,"$2,999.95"
2024-03-28,,Tablet / Electronics,299.99,8,"$2,399.92"
2024-03-28,P3003,Headphones / Electronics,99.99,20,"$1,999.80"
2024-03-28,P3001,Smartphone / Electronics,599.99,5,2999.95
2024-03-29,P3005,Desk Chair / Furniture,149.99,4,$599.96
2024-03-29,P3006,Bookshelf / Furniture,79.99,3,$239.97
2024-03-29,P3007,Dining Table / furniture,399.99,2,$799.98
2024-03-29,P3008,Sofa / Furniture,599.99,2,"$1,199.98"
2024-03-30,P3009,Office Desk / Furniture,249.99,4,$999.96
2024-03-30,P3000,laptop / Electronics,899.99,7,"$6,299.93"
'2024-03-30',P3001,Smartphone / Electronics,599.99,5,"$2,999.95"
'2024-03-30',P3002,Tablet / Electronics,299.99,8,"$2,399.92"
'2024-03-30',P3003,Headphones / Electronics,99.99,20,"$1,999.80"
